Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2023-08-12,20:45,DFL-Supercup,DFL-Supercup,Sat,Away,W,3,0,Bayern Munich,,,33,75000,Willi Orban,4-2-2-2,4-2-3-1,Bastian Dankert,Match Report,
2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Away,L,2,3,Leverkusen,1.6,1.4,56,29464,Willi Orban,4-2-2-2,3-4-3,Felix Brych,Match Report,
2023-08-25,20:30,Bundesliga,Matchweek 2,Fri,Home,W,5,1,Stuttgart,1.8,1.1,54,46084,Willi Orban,4-2-2-2,4-2-3-1,Frank Willenborg,Match Report,
2023-09-03,17:30,Bundesliga,Matchweek 3,Sun,Away,W,3,0,Union Berlin,1.2,0.3,64,22012,Willi Orban,4-2-2-2,3-4-3,Daniel Schlager,Match Report,
2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Home,W,3,0,Augsburg,1.1,1.7,54,44746,Kevin Kampl,4-2-2-2,3-4-3,Sascha Stegemann,Match Report,
2023-09-19,18:45,Champions Lg,Group stage,Tue,Away,W,3,1,ch Young Boys,2.6,0.5,45,31500,Kevin Kampl,4-4-2,5-3-2,Enea Jorgji,Match Report,
2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Away,W,1,0,Gladbach,0.7,0.8,55,50122,Kevin Kampl,4-4-2,3-5-2,Robert Schröder,Match Report,
2023-09-27,20:45,DFB-Pokal,Round of 64,Wed,Away,W,3,2,Wehen,,,68,12000,Péter Gulácsi,4-4-2,3-4-3,Robert Hartmann,Match Report,
2023-09-30,18:30,Bundesliga,Matchweek 6,Sat,Home,D,2,2,Bayern Munich,0.7,2.3,35,47069,Kevin Kampl,4-2-2-2,4-2-3-1,Marco Fritz,Match Report,
2023-10-04,21:00,Champions Lg,Group stage,Wed,Home,L,1,3,eng Manchester City,0.5,2.2,32,45228,Emil Forsberg,4-2-3-1,3-2-4-1,Artur Soares Dias,Match Report,
2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Home,D,0,0,Bochum,2.5,0.4,75,44269,Kevin Kampl,4-4-2,3-5-2,Timo Gerach,Match Report,
2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Away,W,3,1,Darmstadt 98,1.9,2.4,43,17810,Kevin Kampl,4-2-2-2,3-4-1-2,Harm Osmers,Match Report,
2023-10-25,21:00,Champions Lg,Group stage,Wed,Home,W,3,1,rs Red Star,3.1,1.0,65,42209,Kevin Kampl,4-4-2,3-5-2,José Sánchez,Match Report,
2023-10-28,18:30,Bundesliga,Matchweek 9,Sat,Home,W,6,0,Köln,4.2,0.9,62,46480,Lukas Klostermann,3-4-1-2,4-2-3-1,Benjamin Brand,Match Report,
2023-10-31,18:00,DFB-Pokal,Round of 32,Tue,Away,L,0,1,Wolfsburg,,,66,16031,Péter Gulácsi,4-4-2,3-4-3,Florian Badstübner,Match Report,
2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Away,L,0,2,Mainz 05,0.5,0.9,67,30100,Kevin Kampl,3-4-3,3-4-3,Bastian Dankert,Match Report,
2023-11-07,21:00,Champions Lg,Group stage,Tue,Away,W,2,1,rs Red Star,2.3,1.5,50,41961,Emil Forsberg,4-4-2,5-3-2,Daniele Orsato,Match Report,
2023-11-12,19:30,Bundesliga,Matchweek 11,Sun,Home,W,3,1,Freiburg,1.9,0.5,61,41117,Emil Forsberg,4-4-2,3-4-3,Patrick Ittrich,Match Report,
2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Away,L,1,2,Wolfsburg,2.7,0.9,64,25350,Yussuf Poulsen,4-2-2-2,3-4-3,Robert Hartmann,Match Report,
2023-11-28,20:00,Champions Lg,Group stage,Tue,Away,L,2,3,eng Manchester City,0.5,1.8,30,51402,Emil Forsberg,5-4-1,3-2-4-1,Glenn Nyberg,Match Report,
2023-12-02,15:30,Bundesliga,Matchweek 13,Sat,Home,W,2,1,Heidenheim,4.0,1.0,70,44887,Yussuf Poulsen,4-2-2-2,5-4-1,Christian Dingert,Match Report,
2023-12-09,18:30,Bundesliga,Matchweek 14,Sat,Away,W,3,2,Dortmund,2.8,1.5,47,81365,Lukas Klostermann,3-4-3,4-2-3-1,Sven Jablonski,Match Report,
2023-12-13,18:45,Champions Lg,Group stage,Wed,Home,W,2,1,ch Young Boys,0.7,1.5,53,43331,Péter Gulácsi,4-2-2-2,4-4-2,Manfredas Lukjančukas,Match Report,
2023-12-16,18:30,Bundesliga,Matchweek 15,Sat,Home,W,3,1,Hoffenheim,2.8,0.8,57,42946,Yussuf Poulsen,4-2-2-2,3-4-1-2,Robert Schröder,Match Report,
2023-12-19,18:30,Bundesliga,Matchweek 16,Tue,Away,D,1,1,Werder Bremen,1.7,1.5,55,41000,Emil Forsberg,4-2-2-2,3-4-3,Tobias Reichel,Match Report,
2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Home,L,0,1,Eint Frankfurt,3.5,1.1,62,45867,Kevin Kampl,4-4-2,3-4-3,Frank Willenborg,Match Report,
2024-01-20,18:30,Bundesliga,Matchweek 18,Sat,Home,L,2,3,Leverkusen,1.6,2.0,40,46529,Lukas Klostermann,4-2-2-2,3-4-3,Matthias Jöllenbeck,Match Report,
2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Away,L,2,5,Stuttgart,0.4,2.2,46,52100,Lukas Klostermann,4-2-2-2,3-5-2,Sven Jablonski,Match Report,
2024-02-04,17:30,Bundesliga,Matchweek 20,Sun,Home,W,2,0,Union Berlin,1.1,0.5,66,44032,Willi Orban,4-2-2-2,3-5-2,Marco Fritz,Match Report,
2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Away,D,2,2,Augsburg,1.3,0.7,58,28510,Willi Orban,4-2-2-2,4-3-1-2,Benjamin Brand,Match Report,
2024-02-13,21:00,Champions Lg,Round of 16,Tue,Home,L,0,1,es Real Madrid,1.4,1.4,50,45028,Willi Orban,4-2-2-2,4-3-1-2,Irfan Peljto,Match Report,Leg 1 of 2
2024-02-17,18:30,Bundesliga,Matchweek 22,Sat,Home,W,2,0,Gladbach,1.7,0.7,49,44822,Willi Orban,4-2-2-2,3-5-2,Sören Storks,Match Report,
2024-02-24,18:30,Bundesliga,Matchweek 23,Sat,Away,L,1,2,Bayern Munich,0.9,1.5,43,75000,Willi Orban,4-2-2-2,4-2-3-1,Sascha Stegemann,Match Report,
2024-03-02,15:30,Bundesliga,Matchweek 24,Sat,Away,W,4,1,Bochum,2.1,0.8,56,24200,Willi Orban,4-2-2-2,4-2-3-1,Harm Osmers,Match Report,
2024-03-06,21:00,Champions Lg,Round of 16,Wed,Away,D,1,1,es Real Madrid,1.0,0.8,47,76126,Willi Orban,4-2-2-2,4-3-3,Davide Massa,Match Report,Leg 2 of 2; Real Madrid won
2024-03-09,15:30,Bundesliga,Matchweek 25,Sat,Home,W,2,0,Darmstadt 98,3.2,0.5,64,40000,Willi Orban,4-2-2-2,4-2-2-2,Robert Hartmann,Match Report,
2024-03-15,20:30,Bundesliga,Matchweek 26,Fri,Away,W,5,1,Köln,3.3,1.2,66,49000,Willi Orban,4-2-2-2,4-2-3-1,Florian Badstübner,Match Report,
2024-03-30,15:30,Bundesliga,Matchweek 27,Sat,Home,D,0,0,Mainz 05,2.5,0.9,66,44813,Willi Orban,4-4-2,3-4-3,Frank Willenborg,Match Report,
2024-04-06,15:30,Bundesliga,Matchweek 28,Sat,Away,W,4,1,Freiburg,2.3,1.6,53,33200,Willi Orban,4-2-2-2,3-4-3,Daniel Siebert,Match Report,
2024-04-13,15:30,Bundesliga,Matchweek 29,Sat,Home,W,3,0,Wolfsburg,1.3,0.4,50,45858,Willi Orban,4-2-2-2,3-4-3,Christian Dingert,Match Report,
