Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-08-14,19:30,La Liga,Matchweek 1,Sat,Away,D,1,1,Mallorca,0.6,0.5,65,6279.0,Sergio Canales,4-2-3-1,4-3-3,Antonio Matéu Lahoz,Match Report,
2021-08-20,21:00,La Liga,Matchweek 2,Fri,Home,D,1,1,Cádiz,1.1,1.6,73,23745.0,Andrés Guardado,4-2-3-1,4-4-2,Valentín Pizarro,Match Report,
2021-08-28,22:00,La Liga,Matchweek 3,Sat,Home,L,0,1,Real Madrid,0.6,0.9,50,22590.0,Andrés Guardado,4-2-3-1,4-3-3,Alejandro Hernández,Match Report,
2021-09-13,22:00,La Liga,Matchweek 4,Mon,Away,W,2,1,Granada,2.3,0.6,57,10201.0,Nabil Fekir,4-2-3-1,4-3-3,Guillermo Cuadra,Match Report,
2021-09-16,18:45,Europa Lg,Group stage,Thu,Home,W,4,3,sct Celtic,2.3,2.6,40,30893.0,Joaquín,4-2-3-1,4-3-3,Fran Jović,Match Report,
2021-09-19,18:30,La Liga,Matchweek 5,Sun,Home,D,2,2,Espanyol,1.9,1.1,59,30189.0,Sergio Canales,4-2-3-1,4-1-4-1,César Soto,Match Report,
2021-09-23,19:30,La Liga,Matchweek 6,Thu,Away,W,3,1,Osasuna,2.4,1.0,51,13758.0,Andrés Guardado,4-2-3-1,4-3-3,Juan Martínez,Match Report,
2021-09-26,21:00,La Liga,Matchweek 7,Sun,Home,W,2,0,Getafe,1.9,0.6,52,29825.0,Sergio Canales,4-2-3-1,3-5-2,Santiago Jaime,Match Report,
2021-09-30,21:00,Europa Lg,Group stage,Thu,Away,W,3,1,hu Ferencváros,1.3,1.2,60,16759.0,Joaquín,4-2-3-1,3-4-3,Roi Reinshreiber,Match Report,
2021-10-03,18:30,La Liga,Matchweek 8,Sun,Away,L,0,2,Villarreal,0.5,2.6,42,16719.0,Nabil Fekir,4-2-3-1,4-1-4-1,José Sánchez,Match Report,
2021-10-18,19:00,La Liga,Matchweek 9,Mon,Away,W,1,0,Alavés,1.4,0.9,63,10227.0,Andrés Guardado,4-2-3-1,4-4-2,Miguel Ángel Ortiz Arias,Match Report,
2021-10-21,18:45,Europa Lg,Group stage,Thu,Home,D,1,1,de Leverkusen,2.1,1.0,46,39230.0,Joaquín,4-2-3-1,4-2-3-1,Bartosz Frankowski,Match Report,
2021-10-24,18:30,La Liga,Matchweek 10,Sun,Home,W,3,2,Rayo Vallecano,1.4,1.0,46,45362.0,Sergio Canales,4-2-3-1,4-2-3-1,Ricardo de Burgos,Match Report,
2021-10-27,20:00,La Liga,Matchweek 11,Wed,Home,W,4,1,Valencia,2.0,1.6,60,43123.0,Sergio Canales,4-2-3-1,4-4-2,Isidro Díaz de Mera,Match Report,
2021-10-31,16:15,La Liga,Matchweek 12,Sun,Away,L,0,3,Atlético Madrid,0.5,2.3,52,56838.0,Andrés Guardado,4-2-3-1,3-4-3,Alberola Rojas,Match Report,
2021-11-04,21:00,Europa Lg,Group stage,Thu,Away,L,0,4,de Leverkusen,0.9,2.7,56,15208.0,Joaquín,4-2-3-1,4-4-2,Anthony Taylor,Match Report,
2021-11-07,21:00,La Liga,Matchweek 13,Sun,Home,L,0,2,Sevilla,0.3,1.7,26,50534.0,Andrés Guardado,4-2-3-1,4-3-3,Antonio Matéu Lahoz,Match Report,
2021-11-21,18:30,La Liga,Matchweek 14,Sun,Away,W,3,0,Elche,1.9,0.8,42,16127.0,Sergio Canales,4-2-3-1,3-5-2,Valentín Pizarro,Match Report,
2021-11-25,18:45,Europa Lg,Group stage,Thu,Home,W,2,0,hu Ferencváros,2.1,0.5,61,30137.0,Joaquín,4-2-3-1,5-3-2,Ruddy Buquet,Match Report,
2021-11-28,14:00,La Liga,Matchweek 15,Sun,Home,W,3,1,Levante,2.6,0.3,60,45012.0,Andrés Guardado,4-2-3-1,4-1-4-1,Miguel Ángel Ortiz Arias,Match Report,
2021-12-01,21:00,Copa del Rey,First round,Wed,Away,W,4,0,CF Independiente Alicante,,,59,3200.0,Joaquín,4-2-3-1,5-4-1,Carlos del Cerro,Match Report,
2021-12-04,16:15,La Liga,Matchweek 16,Sat,Away,W,1,0,Barcelona,0.6,1.0,37,66529.0,Andrés Guardado,4-2-3-1,4-3-3,Pablo González,Match Report,
2021-12-09,20:00,Europa Lg,Group stage,Thu,Away,L,2,3,sct Celtic,2.7,1.8,55,54548.0,Joaquín,4-2-3-1,4-2-3-1,Daniel Stefański,Match Report,
2021-12-12,18:30,La Liga,Matchweek 17,Sun,Home,W,4,0,Real Sociedad,1.6,0.9,49,52158.0,Andrés Guardado,4-2-3-1,4-2-3-1,José Sánchez,Match Report,
2021-12-16,19:00,Copa del Rey,Second round,Thu,Away,W,4,2,CF Talavera de la Reina,,,58,4200.0,Joaquín,4-2-3-1,4-4-2,Alejandro Hernández,Match Report,Required Extra Time
2021-12-19,16:15,La Liga,Matchweek 18,Sun,Away,L,2,3,Athletic Club,2.1,1.3,56,38002.0,Sergio Canales,4-2-3-1,4-4-2,Jesús Gil,Match Report,
2022-01-02,18:30,La Liga,Matchweek 19,Sun,Home,L,0,2,Celta Vigo,1.4,2.6,55,41656.0,Andrés Guardado,4-2-3-1,4-1-3-2,César Soto,Match Report,
2022-01-05,20:00,Copa del Rey,Round of 32,Wed,Away,W,3,0,Valladolid,,,48,11730.0,Nabil Fekir,4-2-3-1,4-4-1-1,Ricardo de Burgos,Match Report,
2022-01-09,14:00,La Liga,Matchweek 20,Sun,Away,D,1,1,Rayo Vallecano,1.3,1.2,42,8395.0,Sergio Canales,4-2-3-1,4-2-3-1,Alejandro Muñíz,Match Report,
2022-01-16,16:00,Copa del Rey,Round of 16,Sun,Home,W,2,1,Sevilla,,,56,,Sergio Canales,4-2-3-1,4-3-3,Ricardo de Burgos,Match Report,
