Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2023-08-13,17:05,Ligue 1,Matchweek 1,Sun,Away,L,1,5,Rennes,0.4,4.0,30,26065,Ismaël Traoré,4-2-3-1,4-3-3,Jeremy Stinat,Match Report,
2023-08-18,21:00,Ligue 1,Matchweek 2,Fri,Home,D,2,2,Marseille,0.5,1.9,43,26661,Ismaël Traoré,4-1-4-1,4-4-2,Jérôme Brisard,Match Report,
2023-08-27,15:00,Ligue 1,Matchweek 3,Sun,Away,W,1,0,Clermont Foot,1.1,0.7,30,9146,Matthieu Udol,4-3-3,3-4-3,Gaël Angoula,Match Report,
2023-09-03,15:00,Ligue 1,Matchweek 4,Sun,Home,D,2,2,Reims,1.1,0.7,36,24272,Matthieu Udol,4-2-3-1,4-3-3,Mathieu Vernice,Match Report,
2023-09-16,21:00,Ligue 1,Matchweek 5,Sat,Away,W,1,0,Lens,0.3,2.0,25,37988,Matthieu Udol,4-2-3-1,3-4-3,Stéphanie Frappart,Match Report,
2023-09-24,13:00,Ligue 1,Matchweek 6,Sun,Home,L,0,1,Strasbourg,1.1,0.4,52,26661,Matthieu Udol,4-2-3-1,4-3-3,Clément Turpin,Match Report,
2023-10-01,15:00,Ligue 1,Matchweek 7,Sun,Away,L,0,3,Toulouse,0.7,1.3,34,24770,Matthieu Udol,4-2-3-1,4-2-3-1,Gaël Angoula,Match Report,
2023-10-07,17:00,Ligue 1,Matchweek 8,Sat,Home,L,0,1,Nice,0.4,1.4,32,23160,Matthieu Udol,4-2-3-1,4-3-3,Jérôme Brisard,Match Report,
2023-10-22,17:05,Ligue 1,Matchweek 9,Sun,Away,L,1,2,Monaco,1.0,2.0,25,6200,Matthieu Udol,4-2-3-1,4-2-2-2,Romain Lissorgue,Match Report,
2023-10-29,15:00,Ligue 1,Matchweek 10,Sun,Home,D,0,0,Le Havre,0.5,0.7,42,20718,Matthieu Udol,4-2-3-1,3-4-3,Hakim Ben El Hadj Salem,Match Report,
2023-11-05,13:00,Ligue 1,Matchweek 11,Sun,Away,D,1,1,Lyon,0.7,1.9,34,42040,Matthieu Udol,4-2-3-1,3-5-2,Benoît Millot,Match Report,
2023-11-12,15:00,Ligue 1,Matchweek 12,Sun,Home,W,3,1,Nantes,1.1,1.3,34,21674,Matthieu Udol,4-2-3-1,3-4-3,Florent Batta,Match Report,
2023-11-26,15:00,Ligue 1,Matchweek 13,Sun,Away,W,3,2,Lorient,1.9,1.2,33,14469,Matthieu Udol,4-2-3-1,4-4-2,Jérémie Pignard,Match Report,
2023-12-03,17:05,Ligue 1,Matchweek 14,Sun,Away,L,0,2,Lille,1.9,2.9,35,38065,Matthieu Udol,4-2-3-1,4-2-3-1,Gaël Angoula,Match Report,
2023-12-10,15:00,Ligue 1,Matchweek 15,Sun,Home,L,0,1,Brest,0.2,0.3,33,20157,Matthieu Udol,4-2-3-1,4-3-3,Romain Lissorgue,Match Report,
2023-12-17,15:00,Ligue 1,Matchweek 16,Sun,Home,L,0,1,Montpellier,0.8,0.5,52,23473,Matthieu Udol,4-3-3,5-3-2,Marc Bollengier,Match Report,
2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Away,L,1,3,Paris S-G,0.1,2.4,26,48229,Matthieu Udol,4-3-3,3-4-3,Ruddy Buquet,Match Report,
2024-01-05,20:45,Coupe de France,Round of 64,Fri,Home,D,1 (1),1 (3),Clermont Foot,,,33,14787,Ismaël Traoré,4-2-3-1,3-4-3,Jérémie Pignard,Match Report,Clermont Foot won on penalty kicks following normal time
