Date,Comp,venue,opponent,goals_for,goals_against,result
2025-08-24,Serie A,Away,Como,0.0,2.0,L
2025-08-31,Serie A,Home,Hellas Verona,4.0,0.0,W
2025-09-14,Serie A,Away,Sassuolo,0.0,1.0,L
2025-09-21,Serie A,Home,Roma,0.0,1.0,L
2025-09-29,Serie A,Away,Genoa,3.0,0.0,W
2025-10-04,Serie A,Home,Torino,3.0,3.0,D
2025-10-19,Serie A,Away,Atalanta,,,
2025-10-26,Serie A,Home,Juventus,,,
2025-10-30,Serie A,Away,Pisa,,,
2025-11-03,Serie A,Home,Cagliari,,,
2025-11-09,Serie A,Away,Inter,,,
2025-11-23,Serie A,Home,Lecce,,,
2025-11-29,Serie A,Away,Milan,,,
2025-12-07,Serie A,Home,Bologna,,,
2025-12-13,Serie A,Away,Parma,,,
2025-12-20,Serie A,Home,Cremonese,,,
2025-12-27,Serie A,Away,Udinese,,,
2026-01-04,Serie A,Home,Napoli,,,
2026-01-07,Serie A,Home,Fiorentina,,,
2026-01-11,Serie A,Away,Hellas Verona,,,
2026-01-19,Serie A,Home,Como,,,
2026-01-24,Serie A,Away,Lecce,,,
2026-02-01,Serie A,Home,Genoa,,,
2026-02-08,Serie A,Away,Juventus,,,
2026-02-15,Serie A,Home,Atalanta,,,
2026-02-22,Serie A,Away,Cagliari,,,
2026-03-01,Serie A,Away,Torino,,,
2026-03-08,Serie A,Home,Sassuolo,,,
2026-03-15,Serie A,Home,Milan,,,
2026-03-22,Serie A,Away,Bologna,,,
2026-04-04,Serie A,Home,Parma,,,
2026-04-12,Serie A,Away,Fiorentina,,,
2026-04-19,Serie A,Away,Napoli,,,
2026-04-26,Serie A,Home,Udinese,,,
2026-05-03,Serie A,Away,Cremonese,,,
2026-05-10,Serie A,Home,Inter,,,
2026-05-17,Serie A,Away,Roma,,,
2026-05-24,Serie A,Home,Pisa,,,
