Date,Comp,venue,opponent,goals_for,goals_against,result
2025-08-23,Serie A,Away,Roma,0.0,1.0,L
2025-08-30,Serie A,Home,Como,1.0,0.0,W
2025-09-14,Serie A,Away,Milan,0.0,1.0,L
2025-09-20,Serie A,Home,Genoa,2.0,1.0,W
2025-09-28,Serie A,Away,Lecce,2.0,2.0,D
2025-10-05,Serie A,Home,Pisa,4.0,0.0,W
2025-10-19,Serie A,Away,Cagliari,,,
2025-10-26,Serie A,Away,Fiorentina,,,
2025-10-29,Serie A,Home,Torino,,,
2025-11-02,Serie A,Away,Parma,,,
2025-11-09,Serie A,Home,Napoli,,,
2025-11-22,Serie A,Away,Udinese,,,
2025-12-01,Serie A,Home,Cremonese,,,
2025-12-07,Serie A,Away,Lazio,,,
2025-12-14,Serie A,Home,Juventus,,,
2025-12-28,Serie A,Home,Sassuolo,,,
2026-01-04,Serie A,Away,Inter,,,
2026-01-07,Serie A,Home,Atalanta,,,
2026-01-10,Serie A,Away,Como,,,
2026-01-15,Serie A,Away,Hellas Verona,,,
2026-01-18,Serie A,Home,Fiorentina,,,
2026-01-25,Serie A,Away,Genoa,,,
2026-02-01,Serie A,Home,Milan,,,
2026-02-08,Serie A,Home,Parma,,,
2026-02-15,Serie A,Away,Torino,,,
2026-02-22,Serie A,Home,Udinese,,,
2026-03-01,Serie A,Away,Pisa,,,
2026-03-08,Serie A,Home,Hellas Verona,,,
2026-03-15,Serie A,Away,Sassuolo,,,
2026-03-22,Serie A,Home,Lazio,,,
2026-04-04,Serie A,Away,Cremonese,,,
2026-04-12,Serie A,Home,Lecce,,,
2026-04-19,Serie A,Away,Juventus,,,
2026-04-26,Serie A,Home,Roma,,,
2026-05-03,Serie A,Home,Cagliari,,,
2026-05-10,Serie A,Away,Napoli,,,
2026-05-17,Serie A,Away,Atalanta,,,
2026-05-24,Serie A,Home,Inter,,,
